Model;Make;Model;VehicleClass;EngineSize;Cylinders;Transmission;Fuel;FuelConsumption;CO2 Emissions;CO2;Smog
2021;Chrysler;300 AWD;Full-size;3.6;6;A8;X;12.8;258;4;3
2021;Chrysler;Grand Caravan;Minivan;3.6;6;A9;X;12.4;249;4;7
2021;Chrysler;Pacifica;Minivan;3.6;6;A9;X;12.4;249;4;7
2021;Chrysler;Pacifica AWD;Minivan;3.6;6;A9;X;14.1;279;4;7
2021;Dodge;Challenger;Mid-size;3.6;6;A8;X;12.4;242;5;3
2021;Dodge;Challenger (MDS);Mid-size;5.7;8;A8;X;14.7;289;3;3
2021;Dodge;Challenger;Mid-size;5.7;8;M6;Z;15.6;307;3;1
2021;Dodge;Challenger (MDS);Mid-size;6.4;8;A8;Z;15.9;306;3;1
2021;Dodge;Challenger;Mid-size;6.4;8;M6;Z;16.7;325;3;1
2021;Dodge;Challenger AWD;Mid-size;3.6;6;A8;X;12.8;258;4;3
2021;Dodge;Challenger Widebody (MDS);Mid-size;6.4;8;A8;Z;15.9;306;3;1
2021;Dodge;Challenger Widebody;Mid-size;6.4;8;M6;Z;16.7;325;3;1
2021;Dodge;Challenger SRT Hellcat;Mid-size;6.2;8;A8;Z;17.6;339;2;1
2021;Dodge;Challenger SRT Hellcat;Mid-size;6.2;8;M6;Z;18.1;352;2;1
2021;Dodge;Challenger SRT Hellcat Widebody;Mid-size;6.2;8;A8;Z;18.6;359;2;1
2021;Dodge;Challenger SRT Hellcat Widebody;Mid-size;6.2;8;M6;Z;18.1;352;2;1
2021;Dodge;Charger;Full-size;3.6;6;A8;X;12.4;242;5;3
2021;Dodge;Charger (MDS);Full-size;5.7;8;A8;X;14.7;289;3;3
2021;Dodge;Charger (MDS);Full-size;6.4;8;A8;Z;15.9;306;3;1
2021;Dodge;Charger AWD;Full-size;3.6;6;A8;X;12.8;258;4;3
2021;Dodge;Charger Widebody (MDS);Full-size;6.4;8;A8;Z;15.9;306;3;1
2021;Dodge;Charger SRT Hellcat Widebody;Full-size;6.2;8;A8;Z;19.0;368;2;1
2021;Dodge;Durango AWD;SUV: Standard;3.6;6;A8;X;12.7;265;4;7
2021;Dodge;Durango AWD;SUV: Standard;5.7;8;A8;X;16.7;331;3;5
2021;Dodge;Durango AWD SRT;SUV: Standard;6.4;8;A8;Z;18.3;363;2;1
2021;Dodge;Durango AWD SRT Hellcat;SUV: Standard;6.2;8;A8;Z;20.5;410;1;1
2021;FIAT;500X AWD;SUV: Small;1.3;4;A9;X;10.0;221;5;6
2021;Ford;Bronco 4WD;SUV: Small;2.3;4;AS10;X;11.7;264;4;5
2021;Ford;Bronco 4WD;SUV: Small;2.3;4;M7;X;11.6;265;4;5
2021;Ford;Bronco 4WD;SUV: Small;2.7;6;AS10;X;12.8;287;3;6
2021;Ford;Bronco Badlands 4WD;SUV: Small;2.3;4;AS10;X;13.5;318;3;5
2021;Ford;Bronco Badlands 4WD;SUV: Small;2.3;4;M7;X;14.7;330;3;5
2021;Ford;Bronco Badlands 4WD;SUV: Small;2.7;6;AS10;X;13.7;315;3;6
2021;Ford;Bronco Black Diamond 4WD;SUV: Small;2.3;4;AS10;X;13.1;308;3;5
2021;Ford;Bronco Black Diamond 4WD;SUV: Small;2.3;4;M7;X;13.8;310;3;5
2021;Ford;Bronco Sasquatch 4WD;SUV: Small;2.3;4;AS10;X;13.1;308;3;5
2021;Ford;Bronco Sasquatch 4WD;SUV: Small;2.7;6;AS10;X;14.0;327;3;6
2021;Ford;Bronco Sport 4WD;SUV: Small;1.5;3;A8;X;9.3;209;5;7
2021;Ford;Bronco Sport 4WD;SUV: Small;2.0;4;AS8;X;11.1;238;5;5
2021;Ford;EcoSport;SUV: Small;1.0;3;AS6;X;8.6;197;6;5
2021;Ford;EcoSport AWD;SUV: Small;2.0;4;AS6;X;10.2;217;5;5
2021;Ford;Edge;SUV: Small;2.0;4;A8;X;11.2;229;5;5
2021;Ford;Edge AWD;SUV: Small;2.0;4;A8;X;11.5;236;5;5
2021;Ford;Edge AWD;SUV: Small;2.0;4;AS8;X;11.5;237;5;5
2021;Ford;Edge AWD;SUV: Small;2.7;6;AS8;X;12.6;262;4;5
2021;Ford;Escape;SUV: Small;1.5;3;A8;X;8.5;182;6;7
2021;Ford;Escape AWD;SUV: Small;1.5;3;A8;X;9.0;198;6;7
2021;Ford;Escape AWD;SUV: Small;2.0;4;A8;X;10.4;213;5;5
2021;Ford;Escape Hybrid;SUV: Small;2.5;4;AV;X;5.4;136;8;7
2021;Ford;Escape Hybrid AWD;SUV: Small;2.5;4;AV;X;5.5;139;8;7
2021;Ford;Expedition 4X4;SUV: Standard;3.5;6;AS10;X;14.1;295;3;5
2021;Ford;Expedition MAX 4X4;SUV: Standard;3.5;6;AS10;X;14.7;308;3;5
2021;Ford;Explorer AWD;SUV: Standard;2.3;4;A10;X;11.7;242;5;5
2021;Ford;Explorer AWD;SUV: Standard;2.3;4;AS10;X;11.7;242;5;5
2021;Ford;Explorer AWD;SUV: Standard;3.0;6;AS10;X;13.4;277;4;5
2021;Ford;Explorer Timberline AWD;SUV: Standard;2.3;4;AS10;X;12.2;268;4;5
2021;Ford;Explorer Hybrid AWD;SUV: Standard;3.3;6;AS10;X;10.1;225;5;5
2021;Ford;F-150;Pickup truck: Standard;2.7;6;AS10;X;12.0;253;4;6
2021;Ford;F-150 FFV;Pickup truck: Standard;3.3;6;AS10;X;12.0;259;4;6
2021;Ford;F-150 FFV;Pickup truck: Standard;3.3;6;AS10;E;16.6;242;5;6
2021;Ford;F-150;Pickup truck: Standard;3.5;6;AS10;X;13.1;274;4;6
2021;Ford;F-150 FFV;Pickup truck: Standard;5.0;8;AS10;X;14.0;287;3;5
2021;Ford;F-150 FFV;Pickup truck: Standard;5.0;8;AS10;E;20.9;291;3;5
2021;Ford;F-150 FFV (Without Stop-Start);Pickup truck: Standard;5.0;8;AS10;X;14.5;296;3;5
2021;Ford;F-150 FFV (Without Stop-Start);Pickup truck: Standard;5.0;8;AS10;E;19.8;284;3;5
2021;Ford;F-150 4X4;Pickup truck: Standard;2.7;6;AS10;X;12.8;271;4;6
2021;Ford;F-150 4X4 (Without Stop-Start);Pickup truck: Standard;2.7;6;AS10;X;13.5;280;4;6
2021;Ford;F-150 4X4;Pickup truck: Standard;3.0;6;AS10;D;11.9;287;3;1
2021;Ford;F-150 FFV 4X4;Pickup truck: Standard;3.3;6;AS10;X;12.5;275;4;6
2021;Ford;F-150 FFV 4X4;Pickup truck: Standard;3.3;6;AS10;E;17.2;252;4;6
2021;Ford;F-150 4X4;Pickup truck: Standard;3.5;6;AS10;X;13.5;282;4;6
2021;Ford;F-150 FFV 4X4;Pickup truck: Standard;5.0;8;AS10;X;14.8;307;3;5
2021;Ford;F-150 FFV 4X4;Pickup truck: Standard;5.0;8;AS10;E;21.5;303;3;5
2021;Ford;F-150 FFV 4X4 (Without Stop-Start);Pickup truck: Standard;5.0;8;AS10;X;15.4;315;3;5
2021;Ford;F-150 FFV 4X4 (Without Stop-Start);Pickup truck: Standard;5.0;8;AS10;E;21.0;301;3;5
2021;Ford;F-150 Raptor 4X4;Pickup truck: Standard;3.5;6;AS10;X;15.8;344;2;6
2021;Ford;F-150 Raptor 4X4 (Without Stop-Start);Pickup truck: Standard;3.5;6;AS10;X;16.8;357;2;6
2021;Ford;F-150 Raptor 37 4X4;Pickup truck: Standard;3.5;6;AS10;X;16.0;359;2;6
2021;Ford;F-150 Raptor 37 4X4 (Without Stop-Start);Pickup truck: Standard;3.5;6;AS10;X;16.6;370;2;6
2021;Ford;F-150 Tremor 4X4;Pickup truck: Standard;3.5;6;AS10;X;14.3;310;3;6
2021;Ford;F-150 Tremor 4X4 (Without Stop-Start);Pickup truck: Standard;3.5;6;AS10;X;14.7;313;3;6
2021;Ford;F-150 Hybrid;Pickup truck: Standard;3.5;6;AS10;X;9.5;217;5;5
2021;Ford;F-150 Hybrid 4X4;Pickup truck: Standard;3.5;6;AS10;X;9.8;229;5;5
2021;Ford;GT;Two-seater;3.5;6;AM7;Z;19.8;393;1;3
2021;Ford;Mustang;Subcompact;2.3;4;A10;X;11.0;221;5;5
2021;Ford;Mustang;Subcompact;2.3;4;AS10;X;11.0;222;5;5
2021;Ford;Mustang (High Performance);Subcompact;2.3;4;AS10;X;11.7;242;5;5
2021;Ford;Mustang;Subcompact;2.3;4;M6;X;11.4;233;5;5
2021;Ford;Mustang (High Performance);Subcompact;2.3;4;M6;X;11.9;246;4;5
2021;Ford;Mustang;Subcompact;5.0;8;AS10;X;15.3;300;3;3
2021;Ford;Mustang;Subcompact;5.0;8;M6;X;16.2;314;3;3
2021;Ford;Mustang Convertible;Subcompact;2.3;4;A10;X;12.0;244;5;5
2021;Ford;Mustang Convertible;Subcompact;2.3;4;AS10;X;11.9;241;5;5
2021;Ford;Mustang Convertible (High Performance);Subcompact;2.3;4;AS10;X;12.1;251;4;5
2021;Ford;Mustang Convertible;Subcompact;2.3;4;M6;X;11.8;244;5;5
2021;Ford;Mustang Convertible (High Performance);Subcompact;2.3;4;M6;X;12.4;258;4;5
2021;Ford;Mustang Convertible;Subcompact;5.0;8;AS10;X;15.8;312;3;3
2021;Ford;Mustang Mach 1;Subcompact;5.0;8;AS10;X;15.3;303;3;3
2021;Ford;Mustang Mach 1;Subcompact;5.0;8;M6;X;16.6;325;3;3
2021;Ford;Ranger 4WD;Pickup truck: Standard;2.3;4;AS10;X;11.8;256;4;5
2021;Ford;Ranger 4WD Tremor;Pickup truck: Standard;2.3;4;AS10;X;12.1;287;3;3
2021;Ford;Shelby GT500 Mustang;Subcompact;5.2;8;AM7;Z;19.9;393;1;3
2021;Ford;T-150 Wagon FFV;Van: Passenger;3.5;6;AS10;X;16.2;341;2;1
2021;Ford;T-150 Wagon FFV;Van: Passenger;3.5;6;AS10;E;21.6;321;3;1
2021;Ford;T-150 Wagon FFV 4WD;Van: Passenger;3.5;6;AS10;X;16.8;354;2;1
2021;Ford;T-150 Wagon FFV 4WD;Van: Passenger;3.5;6;AS10;E;22.3;331;3;1
2021;Ford;Transit Connect Van;Special purpose vehicle;2.0;4;AS8;X;9.8;217;5;6
2021;Ford;Transit Connect Van FFV;Special purpose vehicle;2.0;4;AS8;X;9.8;217;5;5
2021;Ford;Transit Connect Van FFV;Special purpose vehicle;2.0;4;AS8;E;13.3;209;5;5
2021;Ford;Transit Connect Van;Special purpose vehicle;2.5;4;AS6;X;12.0;247;4;5
2021;Ford;Transit Connect Wagon LWB;Special purpose vehicle;2.0;4;AS8;X;9.9;214;5;6
2021;Ford;Transit Connect Wagon LWB FFV;Special purpose vehicle;2.0;4;AS8;X;9.9;214;5;5
2021;Ford;Transit Connect Wagon LWB FFV;Special purpose vehicle;2.0;4;AS8;E;13.7;208;6;5
2021;Ford;Transit Connect Wagon LWB;Special purpose vehicle;2.5;4;AS6;X;12.1;251;4;5
2021;Genesis;G70;Compact;2.0;4;M6;Z;12.8;255;4;3
2021;Genesis;G70 AWD;Compact;2.0;4;AS8;Z;11.4;236;5;3
2021;Genesis;G70 AWD;Compact;3.3;6;AS8;Z;14.1;284;3;3
2021;Genesis;G80 AWD;Full-size;2.5;4;AS8;Z;10.8;225;5;5
2021;Genesis;G80 AWD;Full-size;3.5;6;AS8;Z;12.9;262;4;5
2021;Genesis;G90 AWD;Full-size;5.0;8;AS8;Z;15.0;303;3;5
2021;Genesis;GV80 AWD;SUV: Standard;2.5;4;AS8;Z;11.3;248;4;5
2021;Genesis;GV80 AWD;SUV: Standard;3.5;6;AS8;Z;12.9;279;4;5
2021;GMC;Acadia;SUV: Standard;2.0;4;A9;X;10.6;221;5;7
2021;GMC;Acadia;SUV: Standard;2.5;4;A9;X;11.3;238;5;5
2021;GMC;Acadia;SUV: Standard;3.6;6;A9;X;12.2;250;4;6
2021;GMC;Acadia AWD;SUV: Standard;2.0;4;A9;X;10.6;227;5;7
2021;GMC;Acadia AWD;SUV: Standard;3.6;6;A9;X;12.5;256;4;6
2021;GMC;Canyon;Pickup truck: Small;2.5;4;A6;X;12.2;257;4;6
2021;GMC;Canyon;Pickup truck: Small;2.8;4;A6;D;11.8;294;3;3
2021;GMC;Canyon;Pickup truck: Small;3.6;6;A8;X;12.9;263;4;6
2021;GMC;Canyon 4WD;Pickup truck: Small;2.5;4;A6;X;12.7;268;4;6
2021;GMC;Canyon 4WD;Pickup truck: Small;2.8;4;A6;D;12.2;294;3;3
2021;GMC;Canyon 4WD;Pickup truck: Small;3.6;6;A8;X;14.9;306;3;6
2021;GMC;Sierra;Pickup truck: Standard;2.7;4;A8;X;11.9;263;4;6
2021;GMC;Sierra WT;Pickup truck: Standard;2.7;4;A8;X;11.9;263;4;6
2021;GMC;Sierra;Pickup truck: Standard;3.0;6;A10;D;10.2;245;5;3
2021;GMC;Sierra;Pickup truck: Standard;4.3;6;A6;X;15.1;318;3;6
2021;GMC;Sierra;Pickup truck: Standard;5.3;8;A6;X;15.8;325;3;5
2021;GMC;Sierra (Without AFM);Pickup truck: Standard;5.3;8;A6;X;16.7;336;2;5
2021;GMC;Sierra FFV;Pickup truck: Standard;5.3;8;A6;X;16.2;340;2;3
2021;GMC;Sierra FFV;Pickup truck: Standard;5.3;8;A6;E;21.5;315;3;3
2021;GMC;Sierra;Pickup truck: Standard;5.3;8;A8;X;14.0;288;3;5
2021;GMC;Sierra (Without DFM);Pickup truck: Standard;5.3;8;A8;X;16.0;321;3;5
2021;GMC;Sierra 4WD;Pickup truck: Standard;2.7;4;A8;X;13.0;288;3;6
2021;GMC;Sierra 4WD WT;Pickup truck: Standard;2.7;4;A8;X;13.3;295;3;6
2021;GMC;Sierra 4WD;Pickup truck: Standard;3.0;6;A10;D;10.6;268;4;3
2021;GMC;Sierra 4WD AT4;Pickup truck: Standard;3.0;6;A10;D;10.6;268;4;3
2021;GMC;Sierra 4WD;Pickup truck: Standard;4.3;6;A6;X;15.8;329;3;6
2021;GMC;Sierra 4WD;Pickup truck: Standard;5.3;8;A6;X;16.0;331;3;5
2021;GMC;Sierra 4WD (Without AFM);Pickup truck: Standard;5.3;8;A6;X;17.3;348;2;5
2021;GMC;Sierra 4WD FFV;Pickup truck: Standard;5.3;8;A6;X;16.5;347;2;3
2021;GMC;Sierra 4WD FFV;Pickup truck: Standard;5.3;8;A6;E;22.0;326;3;3
2021;GMC;Sierra 4WD AT4;Pickup truck: Standard;5.3;8;A6;X;16.7;355;2;5
2021;GMC;Sierra 4WD;Pickup truck: Standard;5.3;8;A8;X;15.2;313;3;5
2021;GMC;Sierra 4WD (Without DFM);Pickup truck: Standard;5.3;8;A8;X;17.4;349;2;5
2021;GMC;Sierra 4WD AT4;Pickup truck: Standard;5.3;8;A8;X;15.2;312;3;5
2021;GMC;Sierra 4WD AT4 (Without DFM);Pickup truck: Standard;5.3;8;A8;X;17.4;348;2;5
2021;GMC;Sierra 4WD;Pickup truck: Standard;5.3;8;A10;X;14.3;298;3;5
2021;GMC;Sierra 4WD (Without Stop-Start);Pickup truck: Standard;5.3;8;A10;X;15.3;313;3;5
2021;GMC;Sierra 4WD AT4;Pickup truck: Standard;5.3;8;A10;X;14.7;307;3;5
2021;GMC;Sierra 4WD AT4 (Without Stop-Start);Pickup truck: Standard;5.3;8;A10;X;15.6;321;3;5
2021;GMC;Sierra 4WD;Pickup truck: Standard;6.2;8;A10;Z;15.1;316;3;3
2021;GMC;Sierra 4WD (Without Stop-Start);Pickup truck: Standard;6.2;8;A10;Z;16.2;335;3;3
2021;GMC;Sierra 4WD AT4;Pickup truck: Standard;6.2;8;A10;Z;15.7;332;3;3
2021;GMC;Sierra 4WD AT4 (Without Stop-Start);Pickup truck: Standard;6.2;8;A10;Z;16.8;352;2;3
2021;GMC;Terrain;SUV: Small;1.5;4;A9;X;9.2;201;6;7
2021;GMC;Terrain AWD;SUV: Small;1.5;4;A9;X;9.6;211;5;7
2021;GMC;Yukon;SUV: Standard;3.0;6;A10;D;11.3;272;4;3
2021;GMC;Yukon;SUV: Standard;5.3;8;A10;X;14.3;309;3;5
2021;GMC;Yukon (Without Stop-Start);SUV: Standard;5.3;8;A10;X;15.3;325;3;5
2021;GMC;Yukon 4WD;SUV: Standard;3.0;6;A10;D;12.0;277;4;3
2021;GMC;Yukon 4WD;SUV: Standard;5.3;8;A10;X;14.8;317;3;5
2021;GMC;Yukon 4WD (Without Stop-Start);SUV: Standard;5.3;8;A10;X;15.5;327;3;5
2021;GMC;Yukon 4WD;SUV: Standard;6.2;8;A10;Z;16.8;347;2;3
2021;GMC;Yukon 4WD (Without Stop-Start);SUV: Standard;6.2;8;A10;Z;17.5;357;2;3
2021;GMC;Yukon XL;SUV: Standard;3.0;6;A10;D;11.3;272;4;3
2021;GMC;Yukon XL;SUV: Standard;5.3;8;A10;X;14.3;309;3;5
2021;GMC;Yukon XL (Without Stop-Start);SUV: Standard;5.3;8;A10;X;15.3;325;3;5
2021;GMC;Yukon XL 4WD;SUV: Standard;3.0;6;A10;D;12.0;277;4;3
2021;GMC;Yukon XL 4WD;SUV: Standard;5.3;8;A10;X;15.3;328;3;5
2021;GMC;Yukon XL 4WD (Without Stop-Start);SUV: Standard;5.3;8;A10;X;16.0;341;2;5
2021;GMC;Yukon XL 4WD;SUV: Standard;6.2;8;A10;Z;16.8;347;2;3
2021;GMC;Yukon XL 4WD (Without Stop-Start);SUV: Standard;6.2;8;A10;Z;17.5;357;2;3
2021;Honda;Accord;Full-size;1.5;4;AV;X;7.8;168;7;7
2021;Honda;Accord Sport/Touring;Full-size;1.5;4;AV7;X;8.1;176;7;7
2021;Honda;Accord Sport/Touring;Full-size;2.0;4;AS10;X;10.4;211;5;7
2021;Honda;Accord Hybrid;Full-size;2.0;4;AV;X;5.0;117;9;7
2021;Honda;Accord Hybrid Sport/Touring;Full-size;2.0;4;AV;X;5.3;129;9;7
2021;Honda;Civic Hatchback;Full-size;1.5;4;M6;X;8.1;171;7;3
2021;Honda;Civic Hatchback Sport;Full-size;1.5;4;AV7;Z;8.0;172;7;3
2021;Honda;Civic Hatchback Sport;Full-size;1.5;4;M6;Z;8.1;171;7;3
2021;Honda;Civic Sedan;Mid-size;1.5;4;AV7;X;7.8;165;7;3
2021;Honda;Civic Sedan;Mid-size;2.0;4;AV;X;7.9;167;7;3
2021;Honda;Civic Sedan;Mid-size;2.0;4;AV7;X;8.2;172;7;3
2021;Honda;Civic Type R;Full-size;2.0;4;M6;Z;10.5;223;5;3
2021;Honda;CR-V;SUV: Small;1.5;4;AV;X;8.3;180;7;6
2021;Honda;CR-V AWD;SUV: Small;1.5;4;AV;X;8.7;189;6;6
2021;Honda;HR-V;Station wagon: Small;1.8;4;AV;X;8.4;181;6;5
2021;Honda;HR-V AWD;Station wagon: Small;1.8;4;AV;X;8.8;193;6;5
2021;Honda;HR-V AWD;Station wagon: Small;1.8;4;AV7;X;9.1;200;6;5
2021;Honda;Insight EX;Mid-size;1.5;4;AV;X;4.6;115;9;7
2021;Honda;Insight Touring;Compact;1.5;4;AV;X;4.6;115;9;7
2021;Honda;Odyssey;Minivan;3.5;6;AS10;X;12.2;248;4;5
2021;Honda;Passport AWD;SUV: Small;3.5;6;AS9;X;12.5;265;4;3
2021;Honda;Pilot AWD;SUV: Small;3.5;6;AS9;X;12.4;256;4;3
2021;Honda;Ridgeline AWD;Pickup truck: Standard;3.5;6;AS9;X;12.8;271;4;3
2021;Hyundai;Elantra;Mid-size;1.6;4;AM7;X;8.4;179;7;5
2021;Hyundai;Elantra;Mid-size;2.0;4;AV1;X;7.5;157;7;5
2021;Hyundai;Elantra (ISG);Mid-size;2.0;4;AV1;X;7.1;152;8;5
2021;Hyundai;Elantra;Mid-size;2.0;4;M6;X;9.1;185;6;5
2021;Hyundai;Elantra Hybrid Blue;Mid-size;1.6;4;AM6;X;4.5;103;10;7
2021;Hyundai;IONIQ;Full-size;1.6;4;AM6;X;4.3;99;10;7
2021;Hyundai;IONIQ Blue;Full-size;1.6;4;AM6;X;4.0;94;10;7
2021;Hyundai;Kona;SUV: Small;2.0;4;AS6;X;8.6;187;6;5
2021;Hyundai;Kona AWD;SUV: Small;1.6;4;AM7;X;9.0;201;6;5
2021;Hyundai;Kona AWD;SUV: Small;2.0;4;AS6;X;9.2;202;6;5
2021;Hyundai;Palisade;SUV: Standard;3.8;6;AS8;X;11.9;250;4;5
2021;Hyundai;Palisade AWD;SUV: Standard;3.8;6;AS8;X;12.3;265;4;5
2021;Hyundai;Santa Fe;SUV: Small;2.5;4;AS8;X;9.6;214;5;7
2021;Hyundai;Santa Fe AWD;SUV: Small;2.5;4;AM8;X;11.0;233;5;5
2021;Hyundai;Santa Fe AWD;SUV: Small;2.5;4;AS8;X;10.6;235;5;7
2021;Hyundai;Santa Fe Hybrid;SUV: Small;1.6;4;AM6;X;7.1;176;7;7
2021;Hyundai;Sonata;Full-size;1.6;4;AS8;X;8.8;182;6;5
2021;Hyundai;Sonata;Full-size;2.5;4;AM8;X;10.1;208;6;5
2021;Hyundai;Sonata;Full-size;2.5;4;AS8;X;8.8;182;6;7
2021;Hyundai;Sonata Hybrid;Full-size;2.0;4;AM6;X;5.3;117;9;7
2021;Hyundai;Tucson;SUV: Small;2.0;4;AS6;X;10.0;216;5;5
2021;Hyundai;Tucson AWD;SUV: Small;2.0;4;AS6;X;10.8;239;5;5
2021;Hyundai;Tucson AWD;SUV: Small;2.4;4;AS6;X;11.0;241;5;5
2021;Hyundai;Veloster N;Compact;2.0;4;AM8;Z;12.0;248;4;3
2021;Hyundai;Veloster N;Compact;2.0;4;M6;Z;10.6;226;5;3
2021;Hyundai;Venue;Mid-size;1.6;4;AV1;X;7.9;178;7;5
2021;Hyundai;Venue;Mid-size;1.6;4;M6;X;8.6;184;6;5
2021;Infiniti;Q50 AWD;Mid-size;3.0;6;AS7;Z;12.5;254;4;3
2021;Infiniti;Q50 AWD Red Sport;Mid-size;3.0;6;AS7;Z;12.5;261;4;3
2021;Infiniti;Q60 AWD;Subcompact;3.0;6;AS7;Z;12.3;252;4;3
2021;Infiniti;Q60 AWD Red Sport;Subcompact;3.0;6;AS7;Z;12.5;259;4;3
2021;Infiniti;QX50 AWD;SUV: Small;2.0;4;AV8;Z;10.8;229;5;6
2021;Infiniti;QX80 4WD;SUV: Standard;5.6;8;AS7;Z;17.6;356;2;3
2021;Jaguar;E-PACE P250;SUV: Small;2.0;4;AS9;Z;11.5;247;4;7
2021;Jaguar;E-PACE P300;SUV: Small;2.0;4;AS9;Z;11.3;245;5;7
2021;Jaguar;F-PACE P250;SUV: Small;2.0;4;AS8;Z;10.7;227;5;7
2021;Jaguar;F-PACE P340;SUV: Small;3.0;6;AS8;Z;12.0;250;4;7
2021;Jaguar;F-PACE P400;SUV: Small;3.0;6;AS8;Z;12.1;252;4;7
2021;Jaguar;F-PACE SVR;SUV: Small;5.0;8;AS8;Z;15.4;316;3;3
2021;Jaguar;F-TYPE P300 Convertible;Two-seater;2.0;4;AS8;Z;10.2;215;5;7
2021;Jaguar;F-TYPE P300 Coupe;Two-seater;2.0;4;AS8;Z;10.2;215;5;7
